locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1657803,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,6108000,GEARY ST: GRANT AVE to STOCKTON ST (100 - 199),100 GEARY ST,309003,309,3,22MFF-00039,EXPIRED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6011136.441,2114963.525,37.78791423,-122.4052705,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00039&ExportPDF=1&Filename=22MFF-00039_schedule.pdf,,,11/3/2022 0:00,20221103,1,11/15/2023 0:00,"(37.7879142297241, -122.40527052309521)",5,1,10,28857,6
1591811,Flavors of Africa,Truck,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),555 MISSION ST,3721120,3721,120,22MFF-00017,SUSPEND,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,6013055.646,2115118.242,37.78844616,-122.3986412,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00017&ExportPDF=1&Filename=22MFF-00017_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.78844615690132, -122.3986412420388)",12,2,9,28855,6
1591783,FRUITYMANIA,Push Cart,8747202,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,329005,329,5,22MFF-00011,SUSPEND,Fruit Salads: Fruit Drinks: Can Soda: Water,6010493.859,2113955.658,37.78511092,-122.4074227,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00011&ExportPDF=1&Filename=22MFF-00011_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.78511092044776, -122.40742266827704)",14,10,10,28852,6
1658388,BH & MT LLC,Truck,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,1,22MFF-00059,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,5999130.566,2113756.702,37.78392207,-122.4467216,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00059&ExportPDF=1&Filename=22MFF-00059_schedule.pdf,,,11/8/2022 0:00,20221108,1,11/15/2023 0:00,"(37.783922070111466, -122.44672163317198)",15,6,1,54,31
1658389,BH & MT LLC,Truck,1232000,,401 23RD ST,4232010,4232,10,22MFF-00059,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00059&ExportPDF=1&Filename=22MFF-00059_schedule.pdf,,,11/8/2022 0:00,20221108,1,11/15/2023 0:00,"(37.755030726766726, -122.38453073422282)",10,3,8,28856,29
755221,Fruteria Serrano,,9167000,MISSION ST: OCEAN AVE to PERSIA AVE (4650 - 4699),4650 MISSION ST,6955044,6955,44,16MFF-0011,REQUESTED,Fruits including mangoes: pineapples: coconuts: watermelon: corn: cucumber: potatoes chips: water: Mexican drinks: sodas: juices: snow cones,6001790.666,2091754.638,37.72366128,-122.4359438,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0011&ExportPDF=1&Filename=16MFF-0011_schedule.pdf,Mo/Th/Fr:11AM-6PM,,,20160217,0,3/15/2017 0:00,"(37.723661279505265, -122.43594382523997)",9,7,6,28861,25
1337787,Giant Burrito,Truck,6148201,GENEVA AVE: PRAGUE ST to LINDA VISTA STPS (1500 - 1598) -- SOUTH --,1500 GENEVA AVE,6418065,6418,65,19MFF-00088,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,6002948.585,2087593.93,37.7123026,-122.4316442,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00088&ExportPDF=1&Filename=19MFF-00088_schedule.pdf,,,,20190715,0,7/15/2020 0:00,"(37.712302604744416, -122.43164419037294)",9,7,6,28861,5
1591781,Street Meet,Truck,9053000,MINNESOTA ST: 04TH ST \ MARIPOSA ST to 18TH ST (500 - 599),777 MARIPOSA ST,3997004,3997,4,22MFF-00010,SUSPEND,Tacos: burritos: quesadillas: tortas: asada fries: nachos,6015005.349,2106106.834,37.76381128,-122.3912654,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00010&ExportPDF=1&Filename=22MFF-00010_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.76381127729062, -122.3912653505994)",14,3,8,28856,29
1652621,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,22MFF-00036,EXPIRED,everything except for hot dogs,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00036&ExportPDF=1&Filename=22MFF-00036_schedule.pdf,,,11/22/2022 0:00,20221019,0,11/15/2023 0:00,"(37.799260113502285, -122.39961794865545)",3,1,10,28860,6
1658680,"The New York Frankfurter Co. of CA, Inc. DBA: Annie's Hot Dogs",Push Cart,12195000,STOCKTON ST: OFARRELL ST to GEARY ST (100 - 199),101 STOCKTON ST,314002,314,2,22MFF-00069,EXPIRED,Soft Pretzels: hot dogs: sausage: chips: popcorn: soda: espresso: cappucino: pastries: ice cream: italian sausages: shish-ka-bob: churros: juice: water: various drinks,6010660.159,2114587.863,37.78685611,-122.4068919,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00069&ExportPDF=1&Filename=22MFF-00069_schedule.pdf,,,11/9/2022 0:00,20221109,1,11/15/2023 0:00,"(37.786856111883054, -122.40689189299718)",5,10,10,28852,6
1332947,Mini Mobile Food Catering,Truck,7740000,KANSAS ST: CESAR CHAVEZ ST to MARIN ST (1600 - 1699),Assessors Block 4341/Lot001,4341001,4341,1,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6011939.508,2100756.7,37.74895036,-122.4014932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,6/26/2019 0:00,20190626,1,1/15/2021 0:00,"(37.748950363427056, -122.40149318970822)",10,3,8,58,1
1591787,Faith Sandwich,Push Cart,9090000,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,3708095,3708,95,22MFF-00014,SUSPEND,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,6012851.27,2115274.827,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00014&ExportPDF=1&Filename=22MFF-00014_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.78886471534304, -122.39935935136297)",12,2,9,28855,6
1658393,BH & MT LLC,Truck,736000,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,3567039,3567,39,22MFF-00059,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6005214.088,2106542.595,37.76445952,-122.4251614,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00059&ExportPDF=1&Filename=22MFF-00059_schedule.pdf,,,11/8/2022 0:00,20221108,1,11/15/2023 0:00,"(37.764459521442355, -122.42516137635808)",8,4,5,28859,19
1652619,"Off the Grid Services, LLC",Truck,254000,04TH ST: HOWARD ST to CLEMENTINA ST (200 - 267),250 04TH ST,3733008,3733,8,22MFF-00036,EXPIRED,everything except for hot dogs,6012012.497,2112922.911,37.78236012,-122.402096,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00036&ExportPDF=1&Filename=22MFF-00036_schedule.pdf,,,11/22/2022 0:00,20221019,0,11/15/2023 0:00,"(37.78236012101754, -122.40209599456323)",6,2,9,28853,34
1591832,Shah's Halal Food,Push Cart,8742202,MARKET ST: BATTERY ST to SUTTER ST (540 - 558) -- NORTH --,532 MARKET ST,290012,290,12,22MFF-00022,SUSPEND,Chicken Gyro: Lamb Gyro: Chiken Gyro Plate: Lamb Gyro Plate: Combination Gyro Plate.,6012582.228,2115893.453,37.79054832,-122.4003337,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00022&ExportPDF=1&Filename=22MFF-00022_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.79054831818324, -122.40033367367877)",4,1,10,28854,6
1367290,Star Taco,,7034000,HOWARD ST: MALDEN ALY to 02ND ST (574 - 599),580 HOWARD ST,3721092,3721,92,19MFF-00128,REQUESTED,Mexican Food,6013221.712,2114698.993,37.78730425,-122.3980373,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00128&ExportPDF=1&Filename=19MFF-00128_schedule.pdf,,,,20191009,0,7/15/2020 0:00,"(37.7873042488646, -122.39803725191237)",12,2,9,28855,6
1591784,FRUITYMANIA,Push Cart,8747102,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (801 - 863) -- SOUTH --,801 MARKET ST,3705Z001,3705Z,1,22MFF-00012,SUSPEND,Fruit Salads: Fruit Drinks: Can Soda: Water,6010997.434,2113901.46,37.78499028,-122.4056766,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00012&ExportPDF=1&Filename=22MFF-00012_schedule.pdf,,,,20220126,0,11/15/2022 0:00,"(37.784990279306456, -122.40567662907203)",12,2,9,28853,34
1336732,Quan Catering,Truck,194201,03RD ST: 25TH ST to 26TH ST (2900 - 2998) -- WEST --,2920 03RD ST,4295014,4295,14,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6015872.066,2101777.398,37.75197163,-122.3879655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,,,7/10/2019 0:00,20190710,1,1/15/2021 0:00,"(37.7519716288769, -122.38796548380076)",10,3,8,28856,1
1660695,Halal Cart of San Francisco,Push Cart,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),400 MONTGOMERY ST,239009,239,9,22MFF-00092,EXPIRED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,6011956.214,2116853.2,37.79314863,-122.4025672,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00092&ExportPDF=1&Filename=22MFF-00092_schedule.pdf,,,11/21/2022 0:00,20221121,0,11/15/2023 0:00,"(37.79314862698347, -122.4025671755779)",4,1,10,28854,6
934518,Scotch Bonnet,Truck,11543000,SANSOME ST: BUSH ST to PINE ST (100 - 199),115 SANSOME ST,268002,268,2,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6012385.284,2116217.3,37.79142654,-122.4010379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,Fr:6AM-8PM,,3/16/2017 0:00,20170213,0,7/15/2018 0:00,"(37.79142654133214, -122.40103785668795)",4,1,10,28854,6
1341056,Kettle Corn Star,Push Cart,8746103,MARKET ST: YERBA BUENA LN to 04TH ST \ ELLIS ST \ STOCKTON ST (767 - 799) -- SOUTH --,773 MARKET ST,3706096,3706,96,19MFF-00105,EXPIRED,Kettle Corn: Funnel Cakes: Lemonade: Beverages: Flan: Hot Dogs: Falafel: Hot and Cold Sandwiches: French Fries: Baklava and Pastries,6011371.872,2114041.468,37.78539564,-122.404391,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00105&ExportPDF=1&Filename=19MFF-00105_schedule.pdf,,,7/29/2019 0:00,20190729,0,1/15/2021 0:00,"(37.78539563944047, -122.40439104283043)",12,2,9,28853,6
1732700,Roadside Rotisserie Corporation / Country Grill,Truck,3419000,BUSH ST: 01ST ST \ MARKET ST to BATTERY ST (1 - 99),1 BUSH ST,290011,290,11,23MFF-00021,REQUESTED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012652.373,2116027.943,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00021&ExportPDF=1&Filename=23MFF-00021_schedule.pdf,,,,20231011,0,11/15/2024 0:00,"(37.79092150726921, -122.4001004237385)",4,1,10,28854,6
1652610,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,22MFF-00035,EXPIRED,everything except for hot dogs,6014943.869,2110666.298,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00035&ExportPDF=1&Filename=22MFF-00035_schedule.pdf,,,11/22/2022 0:00,20221019,0,11/15/2023 0:00,"(37.77632714778992, -122.39179682107691)",6,2,9,28856,20
1336744,Quan Catering,Truck,8095000,LANE ST: VAN DYKE AVE to 03RD ST (2100 - 2199),2111 LANE ST,5387022,5387,22,19MFF-00055,EXPIRED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6014449.984,2093362.785,37.72878796,-122.3922948,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00055&ExportPDF=1&Filename=19MFF-00055_schedule.pdf,,,7/10/2019 0:00,20190710,1,1/15/2021 0:00,"(37.72878795772644, -122.39229482070176)",10,3,8,58,1
1337439,Liang Bai Ping,Truck,13355000,WALLACE AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1450 WALLACE AVE,4828024,4828,24,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6015606.538,2092377.128,37.72614569,-122.3882277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(37.72614569247294, -122.38822774090347)",10,3,8,58,1
1732705,Roadside Rotisserie Corporation / Country Grill,Truck,3527000,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),300 CALIFORNIA ST,238002,238,2,23MFF-00023,REQUESTED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6012600.766,2116948.597,37.79344653,-122.4003437,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00023&ExportPDF=1&Filename=23MFF-00023_schedule.pdf,,,,20231011,0,11/15/2024 0:00,"(37.79344652781607, -122.40034367559197)",4,1,10,28854,6
1732692,Roadside Rotisserie Corporation / Country Grill,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,23MFF-00019,REQUESTED,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00019&ExportPDF=1&Filename=23MFF-00019_schedule.pdf,,,,20231011,0,11/15/2024 0:00,"(37.788778723377995, -122.40257456841074)",4,1,10,28854,6
1732695,Roadside Rotisserie Corporation / Country Grill,Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),333 BRANNAN ST,3788042,3788,42,23MFF-00020,REQUESTED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6014798.469,2112341.208,37.780918,-122.392417,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00020&ExportPDF=1&Filename=23MFF-00020_schedule.pdf,,,,20231011,0,11/15/2024 0:00,"(37.780918000993, -122.39241698313292)",6,2,9,28856,6
1658695,Bonito Poke,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,22MFF-00071,REQUESTED,Bonito Poke Bowls & Various Drinks,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00071&ExportPDF=1&Filename=22MFF-00071_schedule.pdf,,,,20221109,0,11/15/2022 0:00,"(37.78911920766765, -122.39588103933524)",12,2,9,28855,6
1658387,BH & MT LLC,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,3513007,3513,7,22MFF-00059,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00059&ExportPDF=1&Filename=22MFF-00059_schedule.pdf,,,11/8/2022 0:00,20221108,1,11/15/2023 0:00,"(0.0, 0.0)",,,,,
812017,SF Street Food,Truck,12320000,SUTTER ST: CLAUDE LN to GRANT AVE (216 - 299),290 SUTTER ST,287014,287,14,16MFF-0126,REQUESTED,Chicken Tikka Masala: Vegetarian Rice Plate: Burritos: Tacos: Mango Lassi,6011162.135,2115691.265,37.78991387,-122.4052329,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0126&ExportPDF=1&Filename=16MFF-0126_schedule.pdf,,,,20160531,0,,"(37.78991386713444, -122.40523289252366)",5,1,10,28857,6
1732702,Roadside Rotisserie Corporation / Country Grill,Truck,5874000,FRONT ST: BROADWAY to VALLEJO ST (800 - 899),90 BROADWAY,140007,140,7,23MFF-00022,REQUESTED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00022&ExportPDF=1&Filename=23MFF-00022_schedule.pdf,,,,20231011,0,11/15/2024 0:00,"(37.799260113502285, -122.39961794865545)",3,1,10,28860,6
1658694,Bonito Poke,Truck,3528000,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),430 CALIFORNIA ST,239029,239,29,22MFF-00071,REQUESTED,Bonito Poke Bowls & Various Drinks,6012181.836,2116889.979,37.79326221,-122.4017891,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00071&ExportPDF=1&Filename=22MFF-00071_schedule.pdf,,,,20221109,0,11/15/2022 0:00,"(37.793262206923096, -122.4017890913628)",4,1,10,28854,6
1416733,"Off the Grid Services, LLC",Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,290011,290,11,20MFF-00003,REQUESTED,,6012652.373,2116027.943,37.79092151,-122.4001004,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=20MFF-00003&ExportPDF=1&Filename=20MFF-00003_schedule.pdf,,,,20200331,0,7/15/2020 0:00,"(37.79092150726921, -122.4001004237385)",4,1,10,28854,6
1344202,"Bay Area Dots, LLC",Push Cart,2846000,BEACH ST: HYDE ST to LARKIN ST (700 - 799),900 BEACH ST,405007,405,7,19MFF-00116,REQUESTED,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6005830.414,2122293.822,37.80774329,-122.4241499,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00116&ExportPDF=1&Filename=19MFF-00116_schedule.pdf,,,,20190802,1,7/15/2020 0:00,"(37.80774328844553, -122.42414994486982)",,,,28858,
1658390,BH & MT LLC,Truck,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,1,22MFF-00059,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.76832025,-122.4271106,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00059&ExportPDF=1&Filename=22MFF-00059_schedule.pdf,,,11/8/2022 0:00,20221108,1,11/15/2023 0:00,"(37.768320249510616, -122.42711064395493)",8,4,5,28862,3
1738643,Eva's Catering,Truck,1009000,20TH AVE: LAWTON ST to MORAGA ST (1600 - 1699),1650 20TH AVE,3602 103,3602,103,23MFF-00042,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6002765.398,2104234.783,37.75798419,-122.4334658,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00042&ExportPDF=1&Filename=23MFF-00042_schedule.pdf,,,11/13/2023 0:00,20231108,1,11/15/2024 0:00,"(37.75798419052856, -122.43346578040662)",2,4,5,28862,3
1738645,Eva's Catering,Truck,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),630 BRANNAN ST,3778004,3778,4,23MFF-00042,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012488.815,2110632.864,37.77609875,-122.4002872,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00042&ExportPDF=1&Filename=23MFF-00042_schedule.pdf,,,11/13/2023 0:00,20231108,1,11/15/2024 0:00,"(37.77609875315735, -122.40028723986815)",14,2,9,28856,34
1738644,Eva's Catering,Truck,305000,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,3778001B,3778,001B,23MFF-00042,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012502.558,2110915.797,37.77687639,-122.4002596,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00042&ExportPDF=1&Filename=23MFF-00042_schedule.pdf,,,11/13/2023 0:00,20231108,1,11/15/2024 0:00,"(37.77687638877653, -122.40025957520209)",14,2,9,28856,34
1738646,Eva's Catering,Truck,5340000,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,4343002,4343,2,23MFF-00042,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6013220.459,2100301.58,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00042&ExportPDF=1&Filename=23MFF-00042_schedule.pdf,,,11/13/2023 0:00,20231108,1,11/15/2024 0:00,"(37.747772091607466, -122.39703171897757)",10,3,8,58,1
1738640,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1100 ORTEGA ST,2055019,2055,19,23MFF-00042,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990583.21,2102550.36,37.75266052,-122.4754735,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00042&ExportPDF=1&Filename=23MFF-00042_schedule.pdf,,,11/13/2023 0:00,20231108,1,11/15/2024 0:00,"(37.752660520412284, -122.47547353178139)",1,8,4,56,12
1658391,BH & MT LLC,Truck,6563000,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,1202002D,1202,002D,22MFF-00059,EXPIRED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6001782.163,2110734.277,37.77577437,-122.4373316,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00059&ExportPDF=1&Filename=22MFF-00059_schedule.pdf,,,11/8/2022 0:00,20221108,1,11/15/2023 0:00,"(37.775774368410254, -122.43733160784082)",15,5,11,29492,10
1337428,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,4786077,4786,77,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017482.212,2092501.331,37.72659048,-122.3817522,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(37.72659047951941, -122.3817522114059)",10,3,8,58,1
